Ticker,Date,Open,High,Low,Close,Volume,Strike,Expiration
O:SPY250305C00602000,2025-03-03,1.34,1.63,0.11,0.13,11734,602,2025-03-05
O:SPY250305C00602000,2025-03-04,0.03,0.04,0.01,0.01,4251,602,2025-03-05
O:SPY250305C00602000,2025-03-05,0.01,0.01,0.01,0.01,182,602,2025-03-05
O:SPY250305C00603000,2025-03-03,1.05,1.29,0.08,0.1,16923,603,2025-03-05
O:SPY250305C00603000,2025-03-04,0.02,0.03,0.01,0.01,6034,603,2025-03-05
O:SPY250305C00603000,2025-03-05,0.01,0.03,0.01,0.01,26,603,2025-03-05
O:SPY250305C00604000,2025-03-03,0.76,0.98,0.06,0.06,7236,604,2025-03-05
O:SPY250305C00604000,2025-03-04,0.02,0.03,0.01,0.01,4466,604,2025-03-05
O:SPY250305C00604000,2025-03-05,0.01,0.01,0.01,0.01,234,604,2025-03-05
O:SPY250305C00605000,2025-03-03,0.57,0.73,0.04,0.06,20682,605,2025-03-05
O:SPY250305C00605000,2025-03-04,0.01,0.02,0.01,0.01,8404,605,2025-03-05
O:SPY250305C00605000,2025-03-05,0.01,0.01,0.01,0.01,590,605,2025-03-05
O:SPY250305C00606000,2025-03-03,0.41,0.52,0.03,0.03,9046,606,2025-03-05
O:SPY250305C00606000,2025-03-04,0.01,0.02,0.01,0.01,2062,606,2025-03-05
O:SPY250305C00606000,2025-03-05,0.01,0.01,0.01,0.01,1252,606,2025-03-05
O:SPY250305C00607000,2025-03-03,0.27,0.37,0.02,0.04,3950,607,2025-03-05
O:SPY250305C00607000,2025-03-04,0.01,0.02,0.01,0.01,1302,607,2025-03-05
O:SPY250305C00607000,2025-03-05,0.01,0.01,0.01,0.01,48,607,2025-03-05
O:SPY250305C00608000,2025-03-03,0.17,0.25,0.01,0.03,10852,608,2025-03-05
O:SPY250305C00608000,2025-03-04,0.02,0.02,0.01,0.01,1798,608,2025-03-05
O:SPY250305C00608000,2025-03-05,0.02,0.02,0.01,0.01,8,608,2025-03-05
O:SPY250305C00609000,2025-03-03,0.12,0.17,0.01,0.01,3560,609,2025-03-05
O:SPY250305C00609000,2025-03-04,0.01,0.01,0.01,0.01,1048,609,2025-03-05
O:SPY250305C00609000,2025-03-05,0.01,0.01,0.01,0.01,160,609,2025-03-05
O:SPY250305C00610000,2025-03-03,0.09,0.11,0.01,0.02,8542,610,2025-03-05
O:SPY250305C00610000,2025-03-04,0.01,0.01,0.01,0.01,78,610,2025-03-05
O:SPY250305C00610000,2025-03-05,0.01,0.01,0.01,0.01,18,610,2025-03-05
O:SPY250305C00611000,2025-03-03,0.05,0.07,0.01,0.02,1036,611,2025-03-05
O:SPY250305C00611000,2025-03-04,0.01,0.01,0.01,0.01,28,611,2025-03-05
O:SPY250305C00612000,2025-03-03,0.03,0.05,0.01,0.02,1234,612,2025-03-05
O:SPY250305C00612000,2025-03-04,0.01,0.01,0.01,0.01,12,612,2025-03-05
O:SPY250305C00612000,2025-03-05,0.01,0.01,0.01,0.01,50,612,2025-03-05
O:SPY250305C00613000,2025-03-03,0.02,0.03,0.01,0.02,664,613,2025-03-05
O:SPY250305C00613000,2025-03-04,0.01,0.01,0.01,0.01,48,613,2025-03-05
O:SPY250305C00613000,2025-03-05,0.01,0.01,0.01,0.01,12,613,2025-03-05
O:SPY250305C00614000,2025-03-03,0.01,0.03,0.01,0.01,974,614,2025-03-05
O:SPY250305C00614000,2025-03-04,0.01,0.01,0.01,0.01,12,614,2025-03-05
O:SPY250305C00614000,2025-03-05,0.01,0.01,0.01,0.01,2,614,2025-03-05
O:SPY250305C00615000,2025-03-03,0.02,0.02,0.01,0.01,764,615,2025-03-05
O:SPY250305C00615000,2025-03-04,0.01,0.01,0.01,0.01,12,615,2025-03-05
O:SPY250305C00615000,2025-03-05,0.01,0.01,0.01,0.01,12,615,2025-03-05
O:SPY250305C00616000,2025-03-03,0.01,0.02,0.01,0.01,440,616,2025-03-05
O:SPY250305C00616000,2025-03-05,0.01,0.01,0.01,0.01,180,616,2025-03-05
O:SPY250305C00617000,2025-03-03,0.01,0.01,0.01,0.01,678,617,2025-03-05
O:SPY250305C00617000,2025-03-04,0.01,0.01,0.01,0.01,2,617,2025-03-05
O:SPY250305C00618000,2025-03-03,0.01,0.02,0.01,0.01,462,618,2025-03-05
O:SPY250305C00618000,2025-03-04,0.01,0.01,0.01,0.01,64,618,2025-03-05
O:SPY250305C00618000,2025-03-05,0.01,0.01,0.01,0.01,60,618,2025-03-05
O:SPY250305C00619000,2025-03-03,0.01,0.01,0.01,0.01,68,619,2025-03-05
O:SPY250305C00619000,2025-03-04,0.01,0.01,0.01,0.01,60,619,2025-03-05
O:SPY250305C00620000,2025-03-03,0.01,0.02,0.01,0.02,582,620,2025-03-05
O:SPY250305C00620000,2025-03-04,0.01,0.01,0.01,0.01,6,620,2025-03-05
O:SPY250305C00620000,2025-03-05,0.01,0.01,0.01,0.01,286,620,2025-03-05
O:SPY250305C00621000,2025-03-03,0.01,0.01,0.01,0.01,1678,621,2025-03-05
O:SPY250305C00622000,2025-03-03,0.01,0.01,0.01,0.01,806,622,2025-03-05
O:SPY250305C00623000,2025-03-03,0.01,0.02,0.01,0.01,876,623,2025-03-05
O:SPY250305C00625000,2025-03-05,0.01,0.01,0.01,0.01,4,625,2025-03-05
O:SPY250305C00628000,2025-03-03,0.01,0.01,0.01,0.01,20,628,2025-03-05
O:SPY250305C00630000,2025-03-04,0.01,0.01,0.01,0.01,20,630,2025-03-05
O:SPY250305C00630000,2025-03-05,0.01,0.01,0.01,0.01,4,630,2025-03-05
O:SPY250305C00645000,2025-03-03,0.01,0.01,0.01,0.01,6,645,2025-03-05
O:SPY250305C00645000,2025-03-05,0.01,0.01,0.01,0.01,6,645,2025-03-05
O:SPY250305C00650000,2025-03-03,0.01,0.01,0.01,0.01,2,650,2025-03-05
O:SPY250305C00650000,2025-03-04,0.01,0.01,0.01,0.01,2,650,2025-03-05
O:SPY250305C00685000,2025-03-05,0.02,0.02,0.01,0.01,26,685,2025-03-05
O:SPY250305P00400000,2025-03-04,0.01,0.01,0.01,0.01,6,400,2025-03-05
O:SPY250305P00400000,2025-03-05,0.01,0.01,0.01,0.01,2,400,2025-03-05
O:SPY250305P00405000,2025-03-04,0.01,0.01,0.01,0.01,2,405,2025-03-05
O:SPY250305P00420000,2025-03-04,0.01,0.01,0.01,0.01,8,420,2025-03-05
O:SPY250305P00425000,2025-03-03,0.01,0.01,0.01,0.01,24,425,2025-03-05
O:SPY250305P00435000,2025-03-03,0.01,0.01,0.01,0.01,4,435,2025-03-05
O:SPY250305P00450000,2025-03-04,0.01,0.01,0.01,0.01,20,450,2025-03-05
O:SPY250305P00455000,2025-03-03,0.01,0.01,0.01,0.01,14,455,2025-03-05
O:SPY250305P00460000,2025-03-04,0.01,0.01,0.01,0.01,6,460,2025-03-05
O:SPY250305P00465000,2025-03-03,0.01,0.02,0.01,0.02,184,465,2025-03-05
O:SPY250305P00465000,2025-03-04,0.01,0.01,0.01,0.01,2,465,2025-03-05
O:SPY250305P00470000,2025-03-03,0.01,0.02,0.01,0.01,118,470,2025-03-05
O:SPY250305P00470000,2025-03-04,0.01,0.01,0.01,0.01,22,470,2025-03-05
O:SPY250305P00475000,2025-03-04,0.01,0.02,0.01,0.01,134,475,2025-03-05
O:SPY250305P00480000,2025-03-03,0.01,0.02,0.01,0.02,112,480,2025-03-05
O:SPY250305P00480000,2025-03-04,0.01,0.01,0.01,0.01,494,480,2025-03-05
O:SPY250305P00485000,2025-03-03,0.01,0.02,0.01,0.02,68,485,2025-03-05
O:SPY250305P00485000,2025-03-04,0.01,0.02,0.01,0.01,2214,485,2025-03-05
O:SPY250305P00490000,2025-03-03,0.01,0.02,0.01,0.02,94,490,2025-03-05
O:SPY250305P00490000,2025-03-04,0.01,0.02,0.01,0.02,872,490,2025-03-05
O:SPY250305P00495000,2025-03-03,0.02,0.02,0.01,0.01,460,495,2025-03-05
O:SPY250305P00495000,2025-03-04,0.02,0.02,0.01,0.02,2172,495,2025-03-05
O:SPY250305P00495000,2025-03-05,0.01,0.01,0.01,0.01,2,495,2025-03-05
O:SPY250305P00500000,2025-03-03,0.01,0.04,0.01,0.03,474,500,2025-03-05
O:SPY250305P00500000,2025-03-04,0.02,0.03,0.01,0.01,3786,500,2025-03-05
O:SPY250305P00500000,2025-03-05,0.01,0.01,0.01,0.01,2,500,2025-03-05
O:SPY250305P00505000,2025-03-03,0.02,0.04,0.02,0.04,6,505,2025-03-05
O:SPY250305P00505000,2025-03-04,0.02,0.03,0.01,0.01,2620,505,2025-03-05
O:SPY250305P00510000,2025-03-03,0.02,0.02,0.02,0.02,2,510,2025-03-05
O:SPY250305P00510000,2025-03-04,0.02,0.04,0.01,0.02,1664,510,2025-03-05
O:SPY250305P00515000,2025-03-03,0.01,0.05,0.01,0.03,276,515,2025-03-05
O:SPY250305P00515000,2025-03-04,0.03,0.04,0.01,0.01,2298,515,2025-03-05
O:SPY250305P00520000,2025-03-03,0.01,0.06,0.01,0.04,284,520,2025-03-05
O:SPY250305P00520000,2025-03-04,0.04,0.05,0.01,0.01,2874,520,2025-03-05
O:SPY250305P00525000,2025-03-03,0.02,0.06,0.02,0.04,174,525,2025-03-05
O:SPY250305P00525000,2025-03-04,0.04,0.06,0.01,0.02,4804,525,2025-03-05
O:SPY250305P00530000,2025-03-03,0.03,0.06,0.01,0.03,2254,530,2025-03-05
O:SPY250305P00530000,2025-03-04,0.04,0.07,0.01,0.02,2720,530,2025-03-05
O:SPY250305P00530000,2025-03-05,0.01,0.01,0.01,0.01,1012,530,2025-03-05
O:SPY250305P00535000,2025-03-03,0.02,0.06,0.02,0.05,504,535,2025-03-05
O:SPY250305P00535000,2025-03-04,0.05,0.09,0.01,0.01,6164,535,2025-03-05
O:SPY250305P00535000,2025-03-05,0.01,0.02,0.01,0.01,1062,535,2025-03-05
O:SPY250305P00540000,2025-03-03,0.03,0.1,0.02,0.06,4208,540,2025-03-05
O:SPY250305P00540000,2025-03-04,0.06,0.12,0.01,0.02,3520,540,2025-03-05
O:SPY250305P00540000,2025-03-05,0.02,0.02,0.01,0.01,896,540,2025-03-05
O:SPY250305P00545000,2025-03-03,0.04,0.12,0.02,0.05,1946,545,2025-03-05
O:SPY250305P00545000,2025-03-04,0.07,0.16,0.01,0.04,5614,545,2025-03-05
O:SPY250305P00545000,2025-03-05,0.02,0.02,0.01,0.01,1594,545,2025-03-05
O:SPY250305P00550000,2025-03-03,0.03,0.17,0.02,0.06,3362,550,2025-03-05
O:SPY250305P00550000,2025-03-04,0.12,0.27,0.01,0.04,19613,550,2025-03-05
O:SPY250305P00550000,2025-03-05,0.04,0.04,0.01,0.01,7854,550,2025-03-05
O:SPY250305P00551000,2025-03-03,0.03,0.17,0.03,0.05,504,551,2025-03-05
O:SPY250305P00551000,2025-03-04,0.13,0.3,0.02,0.05,13103,551,2025-03-05
O:SPY250305P00551000,2025-03-05,0.04,0.04,0.01,0.01,8187,551,2025-03-05
O:SPY250305P00552000,2025-03-03,0.13,0.19,0.04,0.04,588,552,2025-03-05
O:SPY250305P00552000,2025-03-04,0.14,0.34,0.02,0.05,10220,552,2025-03-05
O:SPY250305P00552000,2025-03-05,0.05,0.05,0.01,0.01,3954,552,2025-03-05
O:SPY250305P00553000,2025-03-03,0.03,0.21,0.03,0.06,910,553,2025-03-05
O:SPY250305P00553000,2025-03-04,0.14,0.38,0.02,0.05,9708,553,2025-03-05
O:SPY250305P00553000,2025-03-05,0.06,0.06,0.01,0.01,7384,553,2025-03-05
O:SPY250305P00554000,2025-03-03,0.04,0.22,0.04,0.1,616,554,2025-03-05
O:SPY250305P00554000,2025-03-04,0.18,0.43,0.02,0.05,11074,554,2025-03-05
O:SPY250305P00554000,2025-03-05,0.06,0.07,0.01,0.01,7836,554,2025-03-05
O:SPY250305P00555000,2025-03-03,0.05,0.23,0.03,0.07,5136,555,2025-03-05
O:SPY250305P00555000,2025-03-04,0.19,0.49,0.02,0.06,25408,555,2025-03-05
O:SPY250305P00555000,2025-03-05,0.08,0.08,0.01,0.01,27794,555,2025-03-05
O:SPY250305P00556000,2025-03-03,0.05,0.29,0.03,0.08,1854,556,2025-03-05
O:SPY250305P00556000,2025-03-04,0.21,0.57,0.02,0.06,19958,556,2025-03-05
O:SPY250305P00556000,2025-03-05,0.09,0.1,0.01,0.01,23830,556,2025-03-05
O:SPY250305P00557000,2025-03-03,0.04,0.3,0.04,0.11,1328,557,2025-03-05
O:SPY250305P00557000,2025-03-04,0.24,0.65,0.03,0.08,16801,557,2025-03-05
O:SPY250305P00557000,2025-03-05,0.1,0.12,0.01,0.01,63806,557,2025-03-05
O:SPY250305P00558000,2025-03-03,0.04,0.34,0.03,0.12,6328,558,2025-03-05
O:SPY250305P00558000,2025-03-04,0.27,0.73,0.03,0.1,11236,558,2025-03-05
O:SPY250305P00558000,2025-03-05,0.12,0.15,0.01,0.01,59682,558,2025-03-05
O:SPY250305P00559000,2025-03-03,0.05,0.39,0.04,0.11,2624,559,2025-03-05
O:SPY250305P00559000,2025-03-04,0.29,0.84,0.03,0.1,12764,559,2025-03-05
O:SPY250305P00559000,2025-03-05,0.15,0.18,0.01,0.01,50340,559,2025-03-05
O:SPY250305P00560000,2025-03-03,0.05,0.45,0.04,0.16,5736,560,2025-03-05
O:SPY250305P00560000,2025-03-04,0.32,0.96,0.03,0.14,65788,560,2025-03-05
O:SPY250305P00560000,2025-03-05,0.17,0.22,0.01,0.01,95335,560,2025-03-05
O:SPY250305P00561000,2025-03-03,0.07,0.49,0.05,0.16,2338,561,2025-03-05
O:SPY250305P00561000,2025-03-04,0.36,1.09,0.05,0.16,51230,561,2025-03-05
O:SPY250305P00561000,2025-03-05,0.2,0.26,0.01,0.01,33505,561,2025-03-05
O:SPY250305P00562000,2025-03-03,0.05,0.58,0.04,0.19,2590,562,2025-03-05
O:SPY250305P00562000,2025-03-04,0.45,1.27,0.05,0.19,23065,562,2025-03-05
O:SPY250305P00562000,2025-03-05,0.25,0.32,0.01,0.01,38954,562,2025-03-05
O:SPY250305P00563000,2025-03-03,0.06,0.65,0.05,0.22,1362,563,2025-03-05
O:SPY250305P00563000,2025-03-04,0.49,1.44,0.06,0.23,33971,563,2025-03-05
O:SPY250305P00563000,2025-03-05,0.29,0.39,0.01,0.01,45648,563,2025-03-05
O:SPY250305P00564000,2025-03-03,0.07,0.74,0.05,0.26,3182,564,2025-03-05
O:SPY250305P00564000,2025-03-04,0.56,1.64,0.07,0.27,32109,564,2025-03-05
O:SPY250305P00564000,2025-03-05,0.38,0.48,0.01,0.01,56594,564,2025-03-05
O:SPY250305P00565000,2025-03-03,0.08,0.87,0.06,0.3,7512,565,2025-03-05
O:SPY250305P00565000,2025-03-04,0.64,1.86,0.08,0.31,105907,565,2025-03-05
O:SPY250305P00565000,2025-03-05,0.46,0.58,0.01,0.01,210720,565,2025-03-05
O:SPY250305P00566000,2025-03-03,0.08,0.99,0.07,0.34,3668,566,2025-03-05
O:SPY250305P00566000,2025-03-04,0.76,2.11,0.1,0.38,50785,566,2025-03-05
O:SPY250305P00566000,2025-03-05,0.55,0.71,0.01,0.01,132564,566,2025-03-05
O:SPY250305P00567000,2025-03-03,0.08,1.11,0.08,0.4,3260,567,2025-03-05
O:SPY250305P00567000,2025-03-04,0.87,2.4,0.12,0.48,34951,567,2025-03-05
O:SPY250305P00567000,2025-03-05,0.66,0.86,0.01,0.01,104209,567,2025-03-05
O:SPY250305P00568000,2025-03-03,0.09,1.3,0.08,0.47,3688,568,2025-03-05
O:SPY250305P00568000,2025-03-04,1.04,2.71,0.14,0.58,44469,568,2025-03-05
O:SPY250305P00568000,2025-03-05,0.77,1.04,0.01,0.01,141757,568,2025-03-05
O:SPY250305P00569000,2025-03-03,0.1,1.49,0.09,0.54,3922,569,2025-03-05
O:SPY250305P00569000,2025-03-04,1.24,3.03,0.18,0.69,38324,569,2025-03-05
O:SPY250305P00569000,2025-03-05,0.93,1.24,0.01,0.01,151802,569,2025-03-05
O:SPY250305P00570000,2025-03-03,0.15,1.67,0.11,0.62,29976,570,2025-03-05
O:SPY250305P00570000,2025-03-04,1.31,3.42,0.22,0.83,225065,570,2025-03-05
O:SPY250305P00570000,2025-03-05,1.11,1.48,0.01,0.01,422367,570,2025-03-05
O:SPY250305P00571000,2025-03-03,0.17,1.89,0.12,0.72,8784,571,2025-03-05
O:SPY250305P00571000,2025-03-04,1.61,3.84,0.28,0.98,52618,571,2025-03-05
O:SPY250305P00571000,2025-03-05,1.33,1.76,0.01,0.01,177415,571,2025-03-05
O:SPY250305P00572000,2025-03-03,0.19,2.15,0.14,0.84,8270,572,2025-03-05
O:SPY250305P00572000,2025-03-04,1.8,4.26,0.35,1.18,88476,572,2025-03-05
O:SPY250305P00572000,2025-03-05,1.62,2.08,0.01,0.01,281882,572,2025-03-05
O:SPY250305P00573000,2025-03-03,0.22,2.38,0.16,0.99,8336,573,2025-03-05
O:SPY250305P00573000,2025-03-04,1.99,4.75,0.42,1.42,78781,573,2025-03-05
O:SPY250305P00573000,2025-03-05,1.91,2.45,0.01,0.01,277121,573,2025-03-05
O:SPY250305P00574000,2025-03-03,0.25,2.67,0.18,1.12,7450,574,2025-03-05
O:SPY250305P00574000,2025-03-04,2.3,5.25,0.51,1.64,78504,574,2025-03-05
O:SPY250305P00574000,2025-03-05,2.26,2.97,0.01,0.01,349841,574,2025-03-05
O:SPY250305P00575000,2025-03-03,0.28,3.01,0.21,1.3,47725,575,2025-03-05
O:SPY250305P00575000,2025-03-04,2.54,5.82,0.61,1.99,203297,575,2025-03-05
O:SPY250305P00575000,2025-03-05,2.57,3.56,0.01,0.01,612298,575,2025-03-05
O:SPY250305P00576000,2025-03-03,0.33,3.31,0.24,1.49,7301,576,2025-03-05
O:SPY250305P00576000,2025-03-04,3,6.4,0.75,2.25,74625,576,2025-03-05
O:SPY250305P00576000,2025-03-05,2.87,4.2,0.01,0.01,373352,576,2025-03-05
O:SPY250305P00577000,2025-03-03,0.38,3.63,0.28,1.73,15966,577,2025-03-05
O:SPY250305P00577000,2025-03-04,3.2,7,0.9,2.61,82724,577,2025-03-05
O:SPY250305P00577000,2025-03-05,3.49,4.88,0.01,0.01,381907,577,2025-03-05
O:SPY250305P00578000,2025-03-03,0.44,4.05,0.34,1.96,12876,578,2025-03-05
O:SPY250305P00578000,2025-03-04,3.68,7.66,1.08,3.06,99110,578,2025-03-05
O:SPY250305P00578000,2025-03-05,4,5.65,0.01,0.01,376456,578,2025-03-05
O:SPY250305P00579000,2025-03-03,0.5,4.5,0.38,2.23,8356,579,2025-03-05
O:SPY250305P00579000,2025-03-04,4.08,8.31,1.26,3.45,74745,579,2025-03-05
O:SPY250305P00579000,2025-03-05,4.51,6.5,0.01,0.01,275578,579,2025-03-05
O:SPY250305P00580000,2025-03-03,0.56,4.94,0.42,2.53,68611,580,2025-03-05
O:SPY250305P00580000,2025-03-04,4.5,9.25,1.51,4.02,131968,580,2025-03-05
O:SPY250305P00580000,2025-03-05,5.1,7.32,0.01,0.02,562878,580,2025-03-05
O:SPY250305P00581000,2025-03-03,0.66,5.43,0.5,2.8,10372,581,2025-03-05
O:SPY250305P00581000,2025-03-04,5.16,9.83,1.78,4.38,44747,581,2025-03-05
O:SPY250305P00581000,2025-03-05,5.73,8.2,0.04,0.06,308526,581,2025-03-05
O:SPY250305P00582000,2025-03-03,0.72,5.84,0.58,3.25,17240,582,2025-03-05
O:SPY250305P00582000,2025-03-04,5.73,10.77,2.05,4.7,40157,582,2025-03-05
O:SPY250305P00582000,2025-03-05,6.62,9.03,0.11,0.21,233143,582,2025-03-05
O:SPY250305P00583000,2025-03-03,0.84,6.38,0.66,3.66,27166,583,2025-03-05
O:SPY250305P00583000,2025-03-04,6.19,11.49,2.42,5.48,31662,583,2025-03-05
O:SPY250305P00583000,2025-03-05,7.38,10,0.29,0.7,219244,583,2025-03-05
O:SPY250305P00584000,2025-03-03,0.94,7.01,0.74,4,18704,584,2025-03-05
O:SPY250305P00584000,2025-03-04,7.01,12.19,2.77,6.27,39145,584,2025-03-05
O:SPY250305P00584000,2025-03-05,8.16,10.92,0.74,1.44,120111,584,2025-03-05
O:SPY250305P00585000,2025-03-03,1.1,7.61,0.85,4.6,72569,585,2025-03-05
O:SPY250305P00585000,2025-03-04,7.28,13.1,3.21,6.91,52434,585,2025-03-05
O:SPY250305P00585000,2025-03-05,8.7,11.85,1.32,2.52,33337,585,2025-03-05
O:SPY250305P00586000,2025-03-03,1.21,8.15,0.97,4.9,10858,586,2025-03-05
O:SPY250305P00586000,2025-03-04,7.95,14.01,3.7,8.05,3512,586,2025-03-05
O:SPY250305P00586000,2025-03-05,9.28,12.75,1.9,3.43,11456,586,2025-03-05
O:SPY250305P00587000,2025-03-03,1.4,8.69,1.11,5.4,20483,587,2025-03-05
O:SPY250305P00587000,2025-03-04,8.95,15.25,4.17,8.14,12530,587,2025-03-05
O:SPY250305P00587000,2025-03-05,10.42,13.67,2.62,4.41,5436,587,2025-03-05
O:SPY250305P00588000,2025-03-03,1.57,9.45,1.26,6.13,18272,588,2025-03-05
O:SPY250305P00588000,2025-03-04,9.56,15.58,4.78,9.33,1767,588,2025-03-05
O:SPY250305P00588000,2025-03-05,11.42,14.6,3.47,5.49,5350,588,2025-03-05
O:SPY250305P00589000,2025-03-03,1.8,10,1.46,6.58,15406,589,2025-03-05
O:SPY250305P00589000,2025-03-04,10.25,16.33,6.15,10.76,1378,589,2025-03-05
O:SPY250305P00589000,2025-03-05,12.66,15.55,4.35,6.15,3020,589,2025-03-05
O:SPY250305P00590000,2025-03-03,1.99,11.1,1.63,7.35,37714,590,2025-03-05
O:SPY250305P00590000,2025-03-04,10.63,17.54,6.05,11.01,3571,590,2025-03-05
O:SPY250305P00590000,2025-03-05,13.56,16.48,5.37,7.43,2634,590,2025-03-05
O:SPY250305P00591000,2025-03-03,2.3,11.71,1.82,8.07,15618,591,2025-03-05
O:SPY250305P00591000,2025-03-04,12.16,18,6.72,11.67,1048,591,2025-03-05
O:SPY250305P00591000,2025-03-05,13.79,17.21,6.25,7.69,1148,591,2025-03-05
O:SPY250305P00592000,2025-03-03,2.5,12.39,2.05,8.52,16680,592,2025-03-05
O:SPY250305P00592000,2025-03-04,13.12,19.47,7.55,12.73,909,592,2025-03-05
O:SPY250305P00592000,2025-03-05,14.82,18.05,8.39,8.69,606,592,2025-03-05
O:SPY250305P00593000,2025-03-03,2.82,13.11,2.37,9.6,18262,593,2025-03-05
O:SPY250305P00593000,2025-03-04,13.99,20.36,8.29,14.48,1668,593,2025-03-05
O:SPY250305P00593000,2025-03-05,15.79,19,8.63,10.31,144,593,2025-03-05
O:SPY250305P00594000,2025-03-03,3.1,14.3,2.6,10.18,16298,594,2025-03-05
O:SPY250305P00594000,2025-03-04,15,21.4,9.15,15.2,1320,594,2025-03-05
O:SPY250305P00594000,2025-03-05,16.94,20.53,9.36,12.15,220,594,2025-03-05
O:SPY250305P00595000,2025-03-03,3.47,15.05,2.91,11.1,14778,595,2025-03-05
O:SPY250305P00595000,2025-03-04,15.61,21.92,10.39,18.15,1070,595,2025-03-05
O:SPY250305P00595000,2025-03-05,17.61,21.39,10.41,12.64,468,595,2025-03-05
O:SPY250305P00596000,2025-03-03,3.93,15.98,3.3,12,7501,596,2025-03-05
O:SPY250305P00596000,2025-03-04,16.8,22.08,12.4,20.29,138,596,2025-03-05
O:SPY250305P00596000,2025-03-05,17.31,22.43,11.3,13,92,596,2025-03-05
O:SPY250305P00597000,2025-03-03,4.33,16.49,3.64,12.94,3900,597,2025-03-05
O:SPY250305P00597000,2025-03-04,17.75,22.17,12.88,21.4,446,597,2025-03-05
O:SPY250305P00597000,2025-03-05,19.5,20.5,12.71,13.32,18,597,2025-03-05
O:SPY250305P00598000,2025-03-03,4.93,17.5,4.08,13.67,1548,598,2025-03-05
O:SPY250305P00598000,2025-03-04,18.42,25.15,13.32,21.3,434,598,2025-03-05
O:SPY250305P00598000,2025-03-05,20.58,23.35,13.81,14.7,116,598,2025-03-05
O:SPY250305P00599000,2025-03-03,5.45,15.98,4.56,15.98,764,599,2025-03-05
O:SPY250305P00599000,2025-03-04,19.79,25.25,16.27,21.98,246,599,2025-03-05
O:SPY250305P00599000,2025-03-05,20.6,24.45,14.31,15.44,18,599,2025-03-05
O:SPY250305P00600000,2025-03-03,6.02,18.1,5.13,18.1,2612,600,2025-03-05
O:SPY250305P00600000,2025-03-04,20.72,27.72,15.19,23.25,204,600,2025-03-05
O:SPY250305P00600000,2025-03-05,22.59,25.44,16.13,16.13,30,600,2025-03-05
O:SPY250305P00601000,2025-03-03,6.57,19.05,6.57,18.02,330,601,2025-03-05
O:SPY250305P00601000,2025-03-04,25.98,25.98,18.36,25.71,32,601,2025-03-05
O:SPY250305P00601000,2025-03-05,26.71,26.71,18.37,18.75,14,601,2025-03-05
O:SPY250305P00602000,2025-03-03,7.14,21.14,6.36,18.79,380,602,2025-03-05
O:SPY250305P00602000,2025-03-04,22.75,28.28,21,24.97,50,602,2025-03-05
O:SPY250305P00602000,2025-03-05,23.99,24.6,23.99,24.6,10,602,2025-03-05
O:SPY250305P00603000,2025-03-03,8.24,18.43,8.24,18.43,104,603,2025-03-05
O:SPY250305P00603000,2025-03-04,25.43,28.67,22.57,26.22,44,603,2025-03-05
O:SPY250305P00603000,2025-03-05,26.49,28.69,19.84,19.94,56,603,2025-03-05
O:SPY250305P00604000,2025-03-03,7.96,15.75,7.96,15.75,48,604,2025-03-05
O:SPY250305P00604000,2025-03-04,24.63,30.15,24.63,28.97,16,604,2025-03-05
O:SPY250305P00604000,2025-03-05,25.17,27.77,19.55,19.55,84,604,2025-03-05
O:SPY250305P00605000,2025-03-03,9.5,15.72,8.74,14.63,74,605,2025-03-05
O:SPY250305P00605000,2025-03-04,24.97,30.9,22.42,28.17,28,605,2025-03-05
O:SPY250305P00605000,2025-03-05,29,29,21.84,21.89,8,605,2025-03-05
O:SPY250305P00606000,2025-03-03,9.65,17.86,9.65,17.86,4,606,2025-03-05
O:SPY250305P00606000,2025-03-04,29.2,29.2,29.19,29.19,4,606,2025-03-05
O:SPY250305P00607000,2025-03-03,12.15,25.58,12.15,25.58,58,607,2025-03-05
O:SPY250305P00607000,2025-03-04,31.47,31.47,30.66,30.66,16,607,2025-03-05
O:SPY250305P00608000,2025-03-03,11.46,25.92,11.38,25.92,38,608,2025-03-05
O:SPY250305P00608000,2025-03-04,34.41,34.41,34.41,34.41,4,608,2025-03-05
O:SPY250305P00608000,2025-03-05,30.79,30.79,30.79,30.79,2,608,2025-03-05
O:SPY250305P00609000,2025-03-03,12.97,21,12.97,21,22,609,2025-03-05
O:SPY250305P00609000,2025-03-04,33.5,33.5,33.5,33.5,12,609,2025-03-05
O:SPY250305P00610000,2025-03-03,15.11,15.11,15.11,15.11,18,610,2025-03-05
O:SPY250305P00610000,2025-03-04,33.46,33.46,28.52,28.52,12,610,2025-03-05
O:SPY250305P00610000,2025-03-05,29.59,29.59,29.59,29.59,4,610,2025-03-05
O:SPY250305P00612000,2025-03-04,36.36,36.36,30.5,30.5,12,612,2025-03-05
O:SPY250305P00612000,2025-03-05,34.96,34.96,28.76,28.76,12,612,2025-03-05
O:SPY250305P00613000,2025-03-04,36.5,36.5,36.5,36.5,30,613,2025-03-05
O:SPY250305P00615000,2025-03-04,38.85,38.85,38.85,38.85,4,615,2025-03-05
O:SPY250305P00615000,2025-03-05,35.06,35.06,34.49,34.49,4,615,2025-03-05
O:SPY250305P00620000,2025-03-04,45.33,45.88,45.33,45.88,10,620,2025-03-05
O:SPY250305P00620000,2025-03-05,36.5,36.5,36.5,36.5,8,620,2025-03-05
